Category,Unit,Process,Total  eco-costs  (euro),eco-costs of human health (euro),eco-costs of exo-tocicity (euro ),eco-costs of resource (scarcity   euro),eco-costs of carbon  (footprint euro),eco-costs of Acidification (euro ),eco-costs of Eutrophication (euro ),eco-costs of Photochemical (oxidants   euro ),eco-costs of Fine dust (euro ),eco-costs of Human tocicity (cancer        euro ),eco-costs of Human tocicity (non-canc  euro),eco-costs of Ecotoxicity  (freshwater euro ),eco-costs of Metals Scarcity (euro ),eco-costs of fossil products (              euro),eco-costs of uranium (euro ),eco-costs of land-use (euro ),eco-costs of Baseline Water (Stress       euro ),eco-costs of Landfill ( euro ),Carbon footprint (kg CO2 equiv.),CED (Total) (MJ),Non-renewable fossil (MJ),Non-renewable nuclear (MJ),Non-renewable biomass (MJ),Renewable biomass (MJ),"Renewable wind, solar, geo (MJ)",Renewable water (MJ),ReCiPe2016 endpoint (Pt) (World(2010) H/A),ReCiPe human health (Pt),ReCiPe ecotoxixity (Pt),ReCiPe resources (Pt),ReCiPe human health (DALY),ReCiPe ecotoxixity (species.year),ReCiPe resources (USD2013),"Global warming,  Human health (DALY)","Global warming,  Terrestrial ecosystems (species.year)","Global warming,  Freshwater ecosystems (species.year)",Stratospheric  ozone depletion (DALY),Ionizing  radiation (DALY),"Ozone formation,  Human health (DALY)",Fine particulate  matter formation (DALY),"Ozone formation,  Terrestrial ecosystems (species.year)",Terrestrial  acidification (species.year),Freshwater  eutrophication (species.year),Marine  eutrophication (species.year),Terrestrial  ecotoxicity (species.year),Freshwater  ecotoxicity (species.year),Marine  ecotoxicity (species.year),Human  carcinogenic toxicity (DALY),Human  non-carcinogenic toxicity (DALY),Land use . (species.year),mineral resource  scarcity (USD2013),Fossil resource  scarcity (USD2013),"Water consumption,  Human health (DALY)","Water consumption,  Terrestrial ecosystem (species.year)","Water consumption,  Aquatic ecosystems (species.year)",EF 3.1 Total (Pt),Acidification  (Pt),Climate change  (Pt),Ecotoxicity freshwater (Pt),Particulate  matter (Pt),"Eutrophication,  marine (Pt)","Eutrophication,  freshwater (Pt)","Eutrophication,  terrestrial (Pt)","Human toxicity,  cancer (Pt)","Human toxicity, non-cancer non-cancer (Pt)",Ionising radiation  (Pt),Land use  (Pt),Ozone depletion  (Pt),Photochemical ozone formation  (Pt),"Resource use,  fossils (Pt)","Resource use,  minerals+metals (Pt)",Water use  (Pt),Sources of LCI:
"Materials, plastics, recycled plastics",kg ,"PHA (Polyhydroxyalkanoates, biodegradeble), chemical upcycle","0,4233","0,0129","0,0257","0,0380","0,34663","0,011909415","0,013178542","0,011207688","0,0014945929","0,00011114907","9,70E-05","6,37E-04","1,47E-03",0,"0,036558245","0,0000048367527",0,0,"2,6062","40,854082","32,58211","4,9557717",0,"0,40831657","1,7917682","1,1161158","0,05018","0,04677","0,00216","0,00125","0,000002803957179","0,000000007987751057","0,1752185778","2,44E-06","7,35E-09","2,01E-13",0,0,"1,67E-09","3,64E-07","2,39E-10","3,91E-10","1,14E-13","5,83E-16",0,0,0,"0,0000000012106468","0,00000000046416337",0,"3,58E-05","0,17518279",0,0,0,"1,30E-04","3,23E-06","7,27E-05","7,50E-08","3,21E-06","1,06E-06","0,00000000014587543","1,62E-06","0,00000014915423","6,42E-08","0,000000076136693","0,0000000043656023","0,0000000013439567","2,48E-06","4,46E-05","6,51E-07",0,see box A.130.02
"Materials, plastics, recycled plastics",kg ,"PLA (Polylactide, starch based biodegradeble plastic), chemi","0,5251","0,0204","0,0339","0,0048","0,46595","0,012183488","0,019962008","0,017155283","0,0026396492","3,14E-04","2,74E-04","1,80E-03","6,47E-04",0,"0,0041404656","1,37E-05","0,00E+00","0,00E+00","3,5033","49,350025","48,674564","0,56134295",0,0,"0,0056200988","0,10849754","0,06807","0,06270","0,00293","0,00244","0,000003759130792","0,00000001081889194","0,3419464229","3,30E-06","9,96E-09","2,72E-13","2,21E-10","2,87E-11","2,55E-09","4,50E-07","3,69E-10","4,69E-10","3,22E-13","1,65E-15","6,82E-13","3,94E-14","2,98E-14","3,42E-09","1,31E-09","1,70E-11","3,04E-05","0,34191598","0,00E+00","0,00E+00","0,00E+00","1,72E-04","4,05E-06","9,77E-05","2,12E-07","4,51E-06","1,60E-06","4,13E-10","2,45E-06","4,22E-07","1,81E-07","2,15E-07","1,24E-08","3,80E-09","4,03E-06","5,69E-05","1,51E-07","0,00E+00",see box A.130.02
"Materials, plastics, recycled plastics",kg ,PMMA (Polymethyl methacrylate) chemical upcycled,"0,8006","0,0067","0,1862","0,0100","0,59758","0,17267615","0,013204866","0,0032889703","0,0031783913","0,000039131898","2,27E-04","3,60E-04","1,97E-04","0,010415911","-0,00061986001","0,000039315318","0,0000097693051",0,"4,4931","82,610211","81,790772","-0,084038578",0,"0,88990247","0,0035746172","0,010000366","0,12720","0,12219","0,00444","0,00057","0,000007325550928","0,00000001640951702","0,08007879143","4,17E-06","1,26E-08","3,44E-13",0,0,"4,89E-10","3,15E-06","9,73E-11","3,67E-09","9,32E-14","2,14E-15",0,0,0,"0,00000000037198454","0,0000000023335429",0,"2,14E-05","0,080057423","0,00000000018941222",0,0,"1,90E-04","2,54E-05","1,25E-04","4,23E-08","2,36E-05","1,15E-07","0,0000000012478817","1,86E-07","0,000000052512252","1,50E-07","0,000000022893302","0,000000042208042","0,00000000040597817","3,80E-06","1,10E-05","3,20E-08","0,000000027191505",see box A.130.02
"Materials, plastics, recycled plastics",kg ,POM (Polyoxymethylene) chemical upcycled,"0,6476","0,0057","0,0626","0,0104","0,56889","0,053634525","0,0086211189","0,0027995425","0,002644474","3,91E-05","2,32E-04","3,60E-04","0,00019721954","0,010415911","-0,00023678401","3,93E-05","9,77E-06","0,00E+00","4,2774","73,189032","72,272229","-0,032103111",0,"0,93379532","0,0037584818","0,011352238","0,08667","0,08292","0,00359","0,00015","0,000004971311148","0,00000001327778346","0,02163535801","3,97E-06","1,20E-08","3,27E-13","3,10E-11","3,05E-12","4,16E-10","9,98E-07","7,44E-11","1,16E-09","9,34E-14","2,15E-15","1,41E-13","7,31E-15","9,34E-15","3,72E-10","2,33E-09","6,45E-11","2,14E-05","0,021613973","1,89E-10","1,15E-12","5,15E-17","1,43E-04","8,07E-06","1,19E-04","4,23E-08","8,85E-06","1,62E-07","1,25E-09","2,57E-07","5,25E-08","1,54E-07","2,29E-08","4,22E-08","4,06E-10","1,90E-06","3,70E-06","3,20E-08","2,72E-08",see box A.130.02
"Materials, plastics, recycled plastics",kg ,PP (Polypropylene) chemical upcycled,"0,3430","0,0363","0,0476","0,0095","0,24951","0,040028778","0,00718433","0,0013942795","0,034662163","0,000039113122","2,21E-04","3,59E-04","1,97E-04","0,010415911","-0,0011130909","0,000039315318","0,0000097693051","0,00E+00","1,8760","38,157339","37,61176","-0,15090828",0,"0,68489022","0,0033378817","0,0082597574","0,04339","0,04132","0,00168","0,00039","0,000002477467901","0,000000006202040709","0,05460945109","1,74E-06","5,24E-09","1,43E-13",0,0,"2,07E-10","7,38E-07","4,11E-11","8,56E-10","9,28E-14","2,12E-15","1,41E-13","7,31E-15","9,34E-15","3,72E-10","2,33E-09",0,"2,13E-05","0,054588104","0,00000000018941222",0,0,"1,04E-04","5,93E-06","5,23E-05","4,22E-08","3,61E-05","5,41E-08","0,0000000012448493","9,40E-08","0,000000052487056","1,46E-07","0,000000022893302","0,000000042208042","0,00000000040597817","1,29E-06","7,38E-06","3,19E-08","0,000000027191505",see box A.130.02
"Materials, plastics, recycled plastics",kg ,PS (Polystyrene) chemical upcycled,"0,3737","0,0096","0,0247","0,0094","0,33003","0,02349142","0,00071568613","0,0050377325","0,0042243337","3,91E-05","2,76E-04","0,0004631248","1,97E-04","0,010415911","-0,0012396869","3,93E-05","0,0000097693051",0,"2,4814","42,181392","41,11477","-0,1680715",0,"1,2236037","0,0032771196","0,0078130012","0,04069","0,03900","0,00192","-0,00022","0,000002337979852","0,000000007094105639","-0,03094989939","2,30E-06","6,93E-09","1,89E-13","3,10E-11","3,05E-12","7,50E-10","3,70E-08","1,67E-10","-7,01E-11","9,27E-14","2,12E-15","1,41E-13","7,31E-15","9,34E-15","3,72E-10","2,33E-09","6,45E-11","2,13E-05","-0,030971241","0,00000000018941222",0,0,"7,39E-05","-4,63E-07","6,92E-05","5,44E-08","3,30E-06","3,85E-08","1,24E-09","7,05E-08","5,25E-08","1,82E-07","2,29E-08","4,22E-08","4,06E-10","5,02E-06","-3,68E-06","3,19E-08","0,000000027191505",see box A.130.02
"Materials, plastics, recycled plastics",kg ,"PTFE (Teflon), chemical upcycled","1,6762","0,0560","0,1020","0,0991","1,41898","0,040772415","0,057094714","4,86E-02","0,0058580027","0,00070239779","8,07E-04","4,16E-03","4,25E-03","0,010433668","0,084318266","0,000068242735","0,000053742256",0,"10,6690","158,25329","139,47216","11,430119",0,"0,87640255","3,8976864","2,5769226","0,20557","0,19041","0,00887","0,00629","0,00001141540535","0,00000003281131382","0,8805691604","1,00E-05","3,02E-08","8,25E-13","0,00000000049631243",0,"7,23E-09","1,39E-06","1,04E-09","1,47E-09","7,72E-13","5,62E-15",0,0,0,"0,0000000075962169","0,0000000051071184","0,00000000010049189","1,40E-04","0,88042926","0,0000000010419882",0,0,"5,26E-04","1,24E-05","2,97E-04","4,90E-07","1,20E-05","4,57E-06","0,0000000021209291","7,00E-06","0,00000094256838","5,34E-07","0,00000047721917","0,00000006832923","0,0000000084256918","1,11E-05","1,77E-04","1,65E-06","0,000000149585",see box A.130.02
"Materials, plastics, recycled plastics",kg ,"PTT (Polyltrimethylene terephthalate), chemical upcycled","0,6165","0,0204","0,0337","0,0149","0,54754","0,010676593","0,020913793","0,017805044","0,0017931778","0,00033748917","0,00049071316","0,0020710111","8,11E-04","0,010415911","0,0035652479","0,000052298181","0,0000097693051",0,"4,1168","50,677925","50,079177","0,48335674",0,"-0,0074911604","0,0090302785","0,11385199","0,07794","0,07192","0,00340","0,00262","0,000004311464553","0,00000001258706076","0,3665645049","3,87E-06","1,17E-08","3,19E-13","2,40E-10",0,"2,65E-09","4,33E-07","3,84E-10","4,47E-10","3,99E-13","3,71E-15","7,88E-13","4,47E-14","3,76E-14","3,62E-09","3,58E-09",0,"5,03E-05","0,36651424","0,00000000018941222",0,0,"1,91E-04","3,93E-06","1,15E-04","2,44E-07","3,55E-06","1,66E-06","1,64E-09","2,56E-06","4,53E-07","3,25E-07","0,00000022726022","0,000000053926238","0,000000004013441","4,19E-06","5,84E-05","1,75E-07","0,000000027191505",see box A.130.02
"Materials, plastics, recycled plastics",kg ,PUR (Polyurethane) chemical upcycled,"0,6655","0,0793","0,0548","0,0151","0,51625","0,043025863","1,15E-02","0,071985503","0,0070118092","0,000039589732","2,35E-04","3,68E-04","3,83E-04","0,0099479113","0,0047047884","0,000039315318","0,0000097693051",0,"3,8816","68,647863","60,928369","0,63775881",0,"6,6369446","0,27208649","0,17270457","0,08396","0,07616","0,00387","0,00394","0,000004565858586","0,000000014295193","0,5511612561","3,60E-06","1,09E-08","2,97E-13",0,"3,05E-12","1,07E-08","9,50E-07","2,40E-09","9,61E-10","1,21E-13","2,25E-15",0,0,0,"0,00000000042668173","0,0000000023356055",0,"2,52E-05","0,55113609","0,00000000018941222",0,0,"2,63E-04","6,82E-06","1,08E-04","4,33E-08","1,16E-05","3,76E-07","0,0000000014729849","5,82E-07","0,000000053126633","1,55E-07","0,000000022893302","0,000000042208042","0,00000000040597817","6,11E-05","7,41E-05","1,22E-07","0,000000027191505",see box A.130.02
"Materials, plastics, recycled plastics",kg ,PVC (Polyvinylchloride) chemical upcycled,"0,4293","0,0342","0,0672","0,0105","0,31747","0,058463862","0,0083654992","0,0040016761","0,027971931","1,12E-03","1,09E-03","3,91E-04","1,97E-04","0,010415911","-0,00020554605","0,000039315318","0,0000097693051",0,"2,3870","47,844184","44,466703","-0,02786803",0,"3,3901128","0,003773475","0,011462477","0,05736","0,05514","0,00220","0,00002","0,000003305862706","0,000000008128590387","0,00312895626","2,22E-06","6,69E-09","1,83E-13",0,0,"5,95E-10","1,09E-06","1,15E-10","1,26E-09","9,34E-14","2,15E-15","6,19E-13","7,41E-15","1,09E-14","5,02E-10","2,51E-09",0,"2,14E-05","0,0031075699","0,00000000018941222",0,0,"1,15E-04","8,78E-06","6,66E-05","4,59E-08","3,23E-05","1,65E-07","0,0000000012504289","2,63E-07","1,50E-06","7,19E-07","0,000000022893302","0,000000042208042","0,00000000040597817","3,21E-06","1,34E-06","3,20E-08","0,000000027191505",see box A.130.02
"Materials, plastics, recycled plastics",kg ,Starch-PBS 50%-50% blend biodegradeble plastic chemical upcy,"0,3812","0,0246","0,0486","0,0165","0,29156","0,020989752","0,022994608","1,94E-02","0,0045604031","3,24E-04","3,56E-04","0,0045911875","0,0014587745","0,0081776627","0,0067975069","0,00003678918","0,000015279994",0,"2,1922","54,327991","52,865807","0,92149375",0,"0,12375781","0,23129721","0,18563481","0,05034","0,04550","0,00202","0,00281","0,000002728018961","0,000000007467648402","0,3940936334","2,06E-06","6,23E-09","1,70E-13","0,00000000010357968",0,"2,88E-09","6,54E-07","4,14E-10","6,85E-10",0,0,"3,64E-11","3,00E-11","2,90E-12","4,37E-09","2,94E-09",0,"2,76E-04","0,39381789","0,00000000025511059",0,0,"1,49E-04","5,65E-06","6,11E-05","5,38E-07","7,32E-06","1,84E-06","0,0000000011892486","2,80E-06","4,35E-07","2,36E-07","0,000000091763065","0,000000065607497","0,000000001695795","4,33E-06","6,39E-05","4,76E-07","0,000000036622984",see box A.130.02
"Materials, plastics, recycled plastics",kg ,PBS biodegradeble plastic chemical upcycled,"0,6426","0,0454","0,0819","0,0162","0,49915","0,037784501","0,042304778","0,035849169","0,0086028034","6,04E-04","3,28E-04","0,0018606374","0,0027009192","0,0041252554","0,0092824692","2,62E-05","0,000030395346",0,"3,7530","99,293997","97,326936","1,2583815",0,"0,20265351","0,26549824","0,24052773","0,08779","0,07911","0,00345","0,00523","0,000004742816961","0,00000001275927419","0,7318897042","3,53E-06","1,07E-08","2,91E-13","1,67E-10","2,12E-11","5,33E-09","1,19E-06","7,66E-10","1,24E-09","5,98E-13","4,91E-15","1,69E-11","1,37E-13","1,04E-13","8,25E-09","1,92E-09","6,35E-11","1,29E-04","0,73176089","0,00000000050702907",0,0,"2,64E-04","1,03E-05","1,05E-04","2,19E-07","1,35E-05","3,39E-06","8,71E-10","5,15E-06","8,10E-07","2,17E-07","1,60E-07","8,03E-08","2,83E-09","7,97E-06","1,17E-04","3,86E-07","0,000000072787716",see box A.130.02
"Materials, plastics, Rubbers                     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Materials, plastics, Rubbers                     ",kg ,BR (butadiene rubber),"1,6483","0,0696","0,1911","0,8604","0,52715","0,13449466","0,055870661","0,057037106","0,012279386","8,42E-07","3,21E-04","7,16E-04","0,000055717756","0,84006","0,018247734","0,00E+00","2,09E-03",0,"3,9635","101,74845","99,014594","2,4739336",0,"0,10531139","0,000433664","0,15417743","0,12336","0,11330","0,00443","0,00562","0,000006792473124","0,00000001639359829","0,7877191051","3,77E-06","1,14E-08","3,11E-13","7,67E-18","0,00E+00","8,48E-09","2,97E-06","1,33E-09","3,43E-09","4,72E-12","2,17E-15","4,73E-14","7,45E-14","4,70E-16","2,94E-12","8,44E-11","0,00E+00","4,86E-06","0,78771425","4,04E-08","2,46E-10","1,10E-14","3,25E-04","2,59E-05","1,11E-04","8,44E-08","2,91E-05","4,52E-06","5,33E-09","6,85E-06","1,13E-09","2,13E-07","0,00E+00","0,00E+00","0,00E+00","2,13E-05","1,21E-04","2,57E-08","5,80E-06",Plastics Europe LCI database
"Materials, plastics, Rubbers                     ",kg ,BR and IIR (butadiene rubber and butyl rubber) in tires,"1,3950","0,0680","0,1757","0,6479","0,50340","0,11628511","0,057935637","0,056201307","0,011229083","1,70E-04","3,88E-04","1,51E-03","0,00038932348","0,630045","0,015910097","7,35E-06","1,56E-03",0,"3,7850","102,82263","100,40937","2,1570088",0,"0,078983539","0,0033444174","0,17391896","0,11530","0,10559","0,00418","0,00553","0,000006330395442","0,00000001544159957","0,7744861256","3,61E-06","1,09E-08","2,97E-13","1,19E-10","1,54E-11","8,36E-09","2,68E-06","1,29E-09","3,06E-09","4,54E-12","8,83E-15","4,02E-13","7,70E-14","1,63E-14","1,84E-09","7,69E-10","9,13E-12","2,00E-05","0,77446613","3,03E-08","1,84E-10","8,25E-15","3,12E-04","2,35E-05","1,06E-04","1,77E-07","2,55E-05","4,67E-06","4,22E-09","7,07E-06","2,28E-07","2,57E-07","1,16E-07","6,63E-09","2,04E-09","1,90E-05","1,21E-04","1,00E-07","4,35E-06",75% Idemat2023 PB (Polybutadiene) plus 25% Idemat2023 Carbon black
"Materials, plastics, Rubbers                     ",kg ,EPDM (ethylene propylene diene monomer rubber),"1,2575","0,0250","0,0775","0,8315","0,32350","0,047602125","0,029911455","0,02494818",0,0,"3,67E-05","3,23E-06",0,"0,83148",0,0,0,0,"2,4323","68,7362","68,7362",0,0,0,0,0,"0,06402","0,05717","0,00236","0,00449","0,0000034276435","0,000000008715987717","0,6283498","2,28E-06","6,87E-09","1,88E-13",0,0,"3,71E-09","1,15E-06","5,26E-10","1,32E-09","0,00E+00",0,0,0,0,0,0,0,0,"0,6283498",0,0,0,"1,78E-04","1,03E-05","6,78E-05","3,79E-10","6,69E-06","0,0000024015986",0,"0,0000036451634",0,"2,43E-08",0,0,0,"5,23E-06","8,19E-05",0,0,"Chalmers University, SPINE"
"Materials, plastics, Rubbers                     ",kg ,EVA (ethylene vinyl acetate rubber),"1,3429","0,0568","0,2285","0,5762","0,48137","0,17146962","0,048409699","0,040678323","0,014817538","0,00028616342","0,0009943122","0,0086628614","0,00023678354","0,57486","0,0011006558","6,67E-06",0,0,"3,6193","74,804932","74,613166","0,14922123",0,0,"0,001826469","0,040718211","0,12909","0,11989","0,00412","0,00508","0,0000071877828","0,00000001523531705","0,7112226363","3,38E-06","1,02E-08","2,79E-13","3,20E-10","7,68E-12","6,05E-09","3,77E-06","8,66E-10","4,13E-09","7,55E-13","1,08E-14","2,73E-11","1,69E-13","4,46E-13","6,39E-09","2,27E-08","9,58E-12","1,97E-05","0,71120291",0,0,0,"2,79E-04","3,05E-05","0,00010091689","1,02E-06","3,55E-05","3,88E-06","1,14E-08","5,89E-06","3,84E-07","6,58E-07","5,59E-08","6,95E-09","8,24E-10","1,01E-05","0,000090079767","1,19E-07",0,"Litt. EPDLA. Life Cycle Inventory of Polymer Dispersions, PWC 2017 "
"Materials, plastics, Rubbers                     ",kg ,IR (polyisoprene rubber),"1,3688","0,0419","0,1685","0,8036","0,35484","0,1263976","3,57E-02","0,029985735","0,010922642","0,00021094332","7,33E-04","0,0063857664","0,0001745433","0,80262","0,00081134053","0,0000049154783",0,0,"2,6680","77,388159","77,2468","0,10999736",0,0,"0,0013463686","0,030015138","0,09674","0,08838","0,00304","0,00533","0,000005298422779","0,00000001123060527","0,7462493411","2,49E-06","7,52E-09","2,05E-13","0,00000000023584584","5,66E-12","4,46E-09","2,78E-06","6,39E-10","3,05E-09",0,0,0,0,0,"0,0000000047105997","0,000000016764445",0,"0,00001454108","0,7462348",0,0,0,"2,33E-04","0,000022454105","7,44E-05","7,48E-07","2,61E-05","0,0000028625528","0,000000008406076","0,0000043426094","0,00000028307108","4,85E-07","0,00000004124021","0,0000000051252065","0,00000000060752975","7,41E-06","9,33E-05","0,000000087389117",0,"Litt. Batten, R.; Karanjikar, M.; Spatari, S. Bio-Based Polyisoprene Can Mitigate Climate Change and Deforestation in Expanding Rubber Production. Fermentation 2021, 7, 204. https://doi.org/10.3390/fermentation 7040204. See Table 5 and Fig. 5"
"Materials, plastics, Rubbers                     ",kg ,Natural rubber,"2,0084","0,0108","0,0315","1,7816","0,18451","0,020124474","0,0098921698","0,0075291067","0,0018594749","0,00010735435","1,32E-03","1,49E-03","0,00039139125","0,058004722","0,0055160813","1,7176585","0,0000021506372",0,"1,3873","51,001379","18,79273","0,74776188",0,"31,054716","0,23901509","0,16715559","0,03208","0,02978","0,00132","0,00098","0,000001785083082","0,000000004875919061","0,1379222022","1,30E-06","3,92E-09","1,07E-13","0,00000000012834445",0,"1,12E-09","4,73E-07","1,62E-10","5,30E-10","3,08E-13",0,0,0,0,"0,0000000010667235","0,000000010729953","0,00000000026124695","0,0019708222","0,13595138",0,0,0,"7,75E-05","4,03E-06","3,87E-05","1,75E-07","4,43E-06","0,0000007329863","0,0000000054286501","0,0000011554197","0,00000014406198","8,75E-07","0,000000042375462","0,00000017054842","0,0000000018847079","1,87E-06","2,32E-05","0,0000019836937","0,0000000059859098","Litt. Warit Jawjit, Prasert Pavasant, Carolien Kroeze & Jindee Tuffey (2021) Evaluation of the potential environmental impacts of condom production in Thailand, Journal of Integrative Environmental Sciences, 18:1, 89-114, DOI: 10.1080/1943815X.2021.1949354. Data have been calculated for DRC (dry rubber content), with 2.6 ton fresh latex per 1 ton concentrated latex, and 60% dry content in concentrated latex. For production data, see Table 1 "
"Materials, plastics, Rubbers                     ",kg ,NBR (nitrile rubber),"1,4539","0,0570","0,1690","0,7533","0,47456","0,11651432","0,048324686","0,046174195","0,01054636","0,00000102762","2,85E-04","0,004201163","0,000043804635","0,736242","0,015550549","0,00E+00","0,001459782",0,"3,5681","94,858246","92,479893","2,1082631",0,"0,092043137","0,017406263","0,16064129","0,10917","0,09999","0,00391","0,00526","0,000005994755759","0,00000001446412025","0,7372778091","3,40E-06","1,03E-08","2,80E-13","1,61E-15","0,00E+00","6,87E-09","2,56E-06","1,06E-09","2,95E-09","7,70E-12","1,98E-13","3,98E-14","5,42E-14","7,39E-16","7,68E-12","8,85E-11","0,00E+00","5,10E-06","0,73727271","0,000000028302396","0,00000000017210916",0,"2,91E-04","2,23E-05","9,95E-05","4,93E-07","2,51E-05","4,35E-06","4,32E-09","5,72E-06","1,38E-09","1,88E-07","0,00E+00","0,00E+00","0,00E+00","1,63E-05","1,12E-04","8,19E-07","0,0000040630151",70% Idemat2023 PB (Polybutadiene) + 24% Idemat2023 Acrylonitrile + 6% filler
"Materials, plastics, Rubbers                     ",kg ,"Polychloroprene (Neoprene , CR) rubber","1,2814","0,0306","0,0509","0,5009","0,69892","0,018275232","0,029943012","0,025732925","0,0039594739","0,00047165231","0,0004114121","0,0027046663","0,00097039038","0,49374","0,0062106984","2,05E-05",0,0,"5,2550","103,01644","102,00325","0,84201442",0,0,"0,0084301482","0,16274631","0,10417","0,09405","0,00439","0,00573","0,000005638696293","0,00000001622833837","0,8022006444","4,95E-06","1,49E-08","4,08E-13","3,31E-10","4,30E-11","3,83E-09","6,76E-07","5,54E-10","7,03E-10","4,83E-13","2,48E-15","1,02E-12","5,91E-14","4,47E-14","5,14E-09","1,97E-09","2,55E-11","4,57E-05","0,80215498",0,0,0,"2,94E-04","6,07E-06","1,47E-04","3,18E-07","6,76E-06","2,40E-06","6,19E-10","3,68E-06","6,33E-07","2,72E-07","3,23E-07","1,85E-08","5,70E-09","6,04E-06","1,20E-04","2,26E-07",0,energy from CESedupack
"Materials, plastics, Rubbers                     ",kg ,PU (polyurethane) rubber for shoe soles,"1,4266","0,0156","0,0614","0,7317","0,61798","0,048482927","0,012883715","0,0080847671","0,0074943473",0,"0,00000007874616","0,0000000015197296","0,0016516201","0,6832917","0,046746058","0,00E+00","0,00E+00",0,"4,6465","124,97521","108,49392","6,3367816",0,"6,3249377","2,3839891","1,4355805","0,10004","0,08974","0,00387","0,00643","0,000005380325164","0,00000001430778044","0,9002053355","4,31E-06","1,30E-08","3,55E-13","0,00E+00","0,00E+00","1,20E-09","1,07E-06","1,86E-10","1,11E-09","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,000033335452","0,900172","0,00E+00","0,00E+00","0,00E+00","2,95E-04","8,00E-06","1,30E-04","1,78E-13","1,28E-05","6,59E-07","0,00E+00","1,00E-06","0,00E+00","5,21E-11","0,00E+00","0,00E+00","0,00E+00","2,87E-06","1,39E-04","7,97E-07","0,00E+00","Idemat2023 Polyether-polyols + Idemat2023 MDI, percentages of the mix are confidential data from a Dutch shoe manufacturer: "
"Materials, plastics, Rubbers                     ",kg ,SAN (Styrene-acrylonitrile copolymer),"1,2476","0,0026","0,0861","0,7652","0,39368","0,08057286","0,0054876","0,0026436564","0,0000012525636",0,"0,0000001687519","0,0000000032567589",0,"0,76518",0,"0,00E+00","0,00E+00",0,"2,9600","51,8905","50,6205",0,0,"1,27",0,0,"0,07296","0,07023","0,00273","0,00000","0,0000042105527","0,00000001008243244",0,"2,75E-06","8,29E-09","2,26E-13","0,00E+00","0,00E+00","3,93E-10","1,46E-06","8,97E-11","1,70E-09","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00","0,00E+00",0,0,"0,00E+00","0,00E+00","0,00E+00","1,07E-04","1,18E-05","0,000082532654","3,81E-13","9,68E-06","0,00E+00","0,00E+00","0,00E+00","0,00E+00","1,12E-10","0,00E+00","0,00E+00","0,00E+00","3,12E-06",0,"0,00E+00","0,00E+00",Plastics Europe LCI database
"Materials, plastics, Rubbers                     ",kg ,SBR (Styrene butadiene rubber),"1,2983","0,0567","0,1471","0,6340","0,46042","0,097425566","0,048305616","0,047126311","0,0091108893","0,00016940357","0,00034219093","0,0013996524","0,00037971216","0,61968465","0,012762363","7,35E-06","1,20E-03",0,"3,4618","92,987292","91,045627","1,7302553",0,"0,060817325","0,0032696103","0,14732336","0,10174","0,09294","0,00372","0,00508","0,000005572207585","0,00000001374096371","0,7111811981","3,29E-06","9,94E-09","2,71E-13","1,19E-10","1,54E-11","7,01E-09","2,25E-06","1,08E-09","2,56E-09","3,73E-12","8,45E-15","3,94E-13","6,42E-14","1,63E-14","1,84E-09","7,54E-10","9,13E-12","0,000019158077","0,71116204","2,33E-08","1,42E-10","6,35E-15","2,77E-04","1,97E-05","0,000096524393","1,65E-07","2,10E-05","3,89E-06","3,30E-09","5,89E-06","2,27E-07","2,26E-07","1,16E-07","6,63E-09","2,04E-09","1,62E-05","1,10E-04","9,58E-08","3,35E-06",Idemat2023 PB (Polybutadiene) + Idemat2023 Styrene + 25% Idemat2023 Carbon black
